node_id,node_type,label,description,approved_name,target_id,biotype,association_score,gap_score,conservative_gap_score,gap_rank,gap_category,gap_interpretation_tier,text_coverage_status,literature_mentions,trial_mentions,symbol_ambiguity_flag,mention_match_quality,paper_id,year,citation_count,topic_id,topic_label,nct_id,overall_status,phases,top_terms,n_papers,source,n_trials
paper_9ede0419da3c5670071f40c76ffeb53d1a55ac92,Paper,Single cell RNA sequencing of human microglia uncovers a subset associated with ,,,,,,,,,,,,,,,,9ede0419da3c5670071f40c76ffeb53d1a55ac92,2020.0,577.0,4.0,Neuroinflammation & Immune,,,,,,,
paper_680e93dff751e51b55513a45fd61286ab6f75ca6,Paper,Diverse Brain Myeloid Expression Profiles Reveal Distinct Microglial Activation ,,,,,,,,,,,,,,,,680e93dff751e51b55513a45fd61286ab6f75ca6,2018.0,569.0,4.0,Neuroinflammation & Immune,,,,,,,
paper_98503441c12045efa98618321005c58090ca5d42,Paper,Loss of ferroportin induces memory impairment by promoting ferroptosis in Alzhei,,,,,,,,,,,,,,,,98503441c12045efa98618321005c58090ca5d42,2021.0,562.0,4.0,Neuroinflammation & Immune,,,,,,,
paper_7327bf32267408a923960fd9f32d94e9c8aa6aa5,Paper,Plasma p-tau231: a new biomarker for incipient Alzheimer?s disease pathology,,,,,,,,,,,,,,,,7327bf32267408a923960fd9f32d94e9c8aa6aa5,2021.0,554.0,2.0,Amyloid/Tau Pathology,,,,,,,
paper_8d466027a75c39f17e7ad5ecc5f8e37042c6bc87,Paper,"Recent Advancements in Pathogenesis, Diagnostics and Treatment of Alzheimer?s Di",,,,,,,,,,,,,,,,8d466027a75c39f17e7ad5ecc5f8e37042c6bc87,2020.0,552.0,5.0,Drug/Therapeutic Interventions,,,,,,,
paper_705de1ad648e58eb4f0365ee12849559794f34bf,Paper,Alzheimer's disease drug development pipeline: 2018,,,,,,,,,,,,,,,,705de1ad648e58eb4f0365ee12849559794f34bf,2018.0,548.0,5.0,Drug/Therapeutic Interventions,,,,,,,
paper_3b2efdbe935287d6cc2104d6ffb97d88d85a274d,Paper,"Global, regional, and national burden of Alzheimer's disease and other dementias",,,,,,,,,,,,,,,,3b2efdbe935287d6cc2104d6ffb97d88d85a274d,2022.0,547.0,1.0,"Care, Lifestyle & QoL",,,,,,,
paper_7793bb2928221b40a28d3cba922da1dd07abc7e6,Paper,"A soluble phosphorylated tau signature links tau, amyloid and the evolution of s",,,,,,,,,,,,,,,,7793bb2928221b40a28d3cba922da1dd07abc7e6,2020.0,544.0,2.0,Amyloid/Tau Pathology,,,,,,,
paper_eb7657dfe7b98f7376299bf9d45805d3dc70eb6d,Paper,Tau PTM Profiles Identify Patient Heterogeneity and Stages of Alzheimer's Diseas,,,,,,,,,,,,,,,,eb7657dfe7b98f7376299bf9d45805d3dc70eb6d,2020.0,540.0,2.0,Amyloid/Tau Pathology,,,,,,,
paper_7d519aa90a797844d0e1f255dcd95d8458590aec,Paper,Randomized Trial of Verubecestat for Mild?to?Moderate Alzheimer's Disease,,,,,,,,,,,,,,,,7d519aa90a797844d0e1f255dcd95d8458590aec,2018.0,535.0,3.0,Cognitive & Neuropsychological,,,,,,,
paper_68b964348a73d7e55dcb6e3c9369f0ea61087551,Paper,Plasma phospho?tau181 increases with Alzheimer's disease clinical severity and i,,,,,,,,,,,,,,,,68b964348a73d7e55dcb6e3c9369f0ea61087551,2018.0,535.0,2.0,Amyloid/Tau Pathology,,,,,,,
paper_e3de53d4474dc7bf2606d598395e2d4de0e4bdc9,Paper,GWAS on family history of Alzheimer?s disease,,,,,,,,,,,,,,,,e3de53d4474dc7bf2606d598395e2d4de0e4bdc9,2018.0,532.0,4.0,Neuroinflammation & Immune,,,,,,,
paper_71e5ef6d6358f27e86f5b91a6dac64bcaaee6f71,Paper,Amyloid Oligomers: A Joint Experimental/Computational Perspective on Alzheimer's,,,,,,,,,,,,,,,,71e5ef6d6358f27e86f5b91a6dac64bcaaee6f71,2021.0,527.0,0.0,Amyloid/Tau Pathology,,,,,,,
paper_9b8b61604bdf488d7174d2b932dca90a7584666e,Paper,ApoE in Alzheimer?s disease: pathophysiology and therapeutic strategies,,,,,,,,,,,,,,,,9b8b61604bdf488d7174d2b932dca90a7584666e,2022.0,521.0,4.0,Neuroinflammation & Immune,,,,,,,
paper_d2bec68ad26e56513bcea9df9022eaf8aec5b438,Paper,Prospective longitudinal atrophy in Alzheimer?s disease correlates with the inte,,,,,,,,,,,,,,,,d2bec68ad26e56513bcea9df9022eaf8aec5b438,2020.0,519.0,2.0,Amyloid/Tau Pathology,,,,,,,
paper_04c46912191f7759a4edb9dbd689b651e3bc2f11,Paper,Single-nucleus chromatin accessibility and transcriptomic characterization of Al,,,,,,,,,,,,,,,,04c46912191f7759a4edb9dbd689b651e3bc2f11,2021.0,514.0,4.0,Neuroinflammation & Immune,,,,,,,
paper_9e64b2b5d7cb1c81bb59af998164880371bedca4,Paper,Alzheimer?s disease hypothesis and related therapies,,,,,,,,,,,,,,,,9e64b2b5d7cb1c81bb59af998164880371bedca4,2018.0,513.0,0.0,Amyloid/Tau Pathology,,,,,,,
paper_2ff44ecf28ab5caa615c62ddaa79f19053230329,Paper,New insights into atypical Alzheimer's disease in the era of biomarkers.,,,,,,,,,,,,,,,,2ff44ecf28ab5caa615c62ddaa79f19053230329,2021.0,503.0,2.0,Amyloid/Tau Pathology,,,,,,,
paper_c14ee2d8fd9da5595ed5eb7aa0ee7f611403d30c,Paper,Interaction between Abeta and Tau in the Pathogenesis of Alzheimer's Disease,,,,,,,,,,,,,,,,c14ee2d8fd9da5595ed5eb7aa0ee7f611403d30c,2021.0,503.0,0.0,Amyloid/Tau Pathology,,,,,,,
paper_e71b0fe1fd426a5bc3b0e90fbf3cee3edc8db310,Paper,Human Hippocampal Neurogenesis Persists in Aged Adults and Alzheimer's Disease P,,,,,,,,,,,,,,,,e71b0fe1fd426a5bc3b0e90fbf3cee3edc8db310,2019.0,496.0,4.0,Neuroinflammation & Immune,,,,,,,
paper_9da6ba93bc5b92fa2d7c5ca2e936d34d44b264b1,Paper,Impaired glymphatic function and clearance of tau in an Alzheimer?s disease mode,,,,,,,,,,,,,,,,9da6ba93bc5b92fa2d7c5ca2e936d34d44b264b1,2020.0,493.0,4.0,Neuroinflammation & Immune,,,,,,,
paper_2ce23b683e360f18645948dd94dc88b6a52b2dd6,Paper,Glycogen synthase kinase-3 signaling in Alzheimer's disease.,,,,,,,,,,,,,,,,2ce23b683e360f18645948dd94dc88b6a52b2dd6,2020.0,491.0,0.0,Amyloid/Tau Pathology,,,,,,,
paper_15d8fc2bcd17df5532d32ff0bba63aef6615fa3c,Paper,Alzheimer?s Disease ? Why We Need Early Diagnosis,,,,,,,,,,,,,,,,15d8fc2bcd17df5532d32ff0bba63aef6615fa3c,2019.0,490.0,5.0,Drug/Therapeutic Interventions,,,,,,,
paper_06b30efe8aaf3311cd948a56b2470ce75037beb0,Paper,"IL-1beta, IL-6, TNF- alpha and CRP in Elderly Patients with Depression or Alzhei",,,,,,,,,,,,,,,,06b30efe8aaf3311cd948a56b2470ce75037beb0,2018.0,489.0,2.0,Amyloid/Tau Pathology,,,,,,,
paper_8dff7b40271d04303b157a52f3b1a4008f7a04b1,Paper,The Gut Microbiome Alterations and Inflammation-Driven Pathogenesis of Alzheimer,,,,,,,,,,,,,,,,8dff7b40271d04303b157a52f3b1a4008f7a04b1,2018.0,485.0,0.0,Amyloid/Tau Pathology,,,,,,,
paper_4024a7662d4a79931b9dbbf7258910a41b2fe1f0,Paper,The Alzheimer's Association appropriate use recommendations for blood biomarkers,,,,,,,,,,,,,,,,4024a7662d4a79931b9dbbf7258910a41b2fe1f0,2022.0,480.0,2.0,Amyloid/Tau Pathology,,,,,,,
paper_180469ad722ebaf51ef94dbda879f9371481e975,Paper,Functional aspects of meningeal lymphatics in ageing and Alzheimer?s disease,,,,,,,,,,,,,,,,180469ad722ebaf51ef94dbda879f9371481e975,2018.0,473.0,4.0,Neuroinflammation & Immune,,,,,,,
paper_26d36f345c9e08256a449687876807fddf4b6bee,Paper,Physical exercise in the prevention and treatment of Alzheimer's disease,,,,,,,,,,,,,,,,26d36f345c9e08256a449687876807fddf4b6bee,2020.0,469.0,1.0,"Care, Lifestyle & QoL",,,,,,,
paper_37e6870bf0cbe81a2f57d3054e97ccf88260740c,Paper,Alzheimer's disease drug development pipeline: 2022,,,,,,,,,,,,,,,,37e6870bf0cbe81a2f57d3054e97ccf88260740c,2022.0,466.0,5.0,Drug/Therapeutic Interventions,,,,,,,
paper_e7e94580351bba73ea45bf25ab662a17062d8c1a,Paper,A Quarter Century of APOE and Alzheimer's Disease: Progress to Date and the Path,,,,,,,,,,,,,,,,e7e94580351bba73ea45bf25ab662a17062d8c1a,2019.0,455.0,4.0,Neuroinflammation & Immune,,,,,,,
paper_fe7c0a431f8e7e029f3377b02550e4e202d3143d,Paper,Alzheimer?s Disease: Epidemiology and Clinical Progression,,,,,,,,,,,,,,,,fe7c0a431f8e7e029f3377b02550e4e202d3143d,2022.0,454.0,2.0,Amyloid/Tau Pathology,,,,,,,
paper_bef8192055d644cf26f1845318acdb5b29bac13a,Paper,Plasma GFAP is an early marker of amyloid-beta but not tau pathology in Alzheime,,,,,,,,,,,,,,,,bef8192055d644cf26f1845318acdb5b29bac13a,2021.0,454.0,2.0,Amyloid/Tau Pathology,,,,,,,
paper_ea95fe35016fc8176c21ee88ba4bd14d2fab7468,Paper,A molecular network of the aging human brain provides insights into the patholog,,,,,,,,,,,,,,,,ea95fe35016fc8176c21ee88ba4bd14d2fab7468,2018.0,450.0,4.0,Neuroinflammation & Immune,,,,,,,
paper_151638d064b3677e739392380ca225b41685040b,Paper,Deep Multilayer Brain Proteomics Identifies Molecular Networks in Alzheimer's Di,,,,,,,,,,,,,,,,151638d064b3677e739392380ca225b41685040b,2020.0,448.0,4.0,Neuroinflammation & Immune,,,,,,,
paper_b1038bcde6db1e2542f5fd2125606da785bc5582,Paper,Alzheimer?s disease pathology propagation by exosomes containing toxic amyloid-b,,,,,,,,,,,,,,,,b1038bcde6db1e2542f5fd2125606da785bc5582,2018.0,448.0,0.0,Amyloid/Tau Pathology,,,,,,,
paper_79d2b6173182c7ce25fea9ae125d64a66a9442d4,Paper,Implications of sleep disturbance and inflammation for Alzheimer's disease demen,,,,,,,,,,,,,,,,79d2b6173182c7ce25fea9ae125d64a66a9442d4,2019.0,445.0,1.0,"Care, Lifestyle & QoL",,,,,,,
paper_9dbe6b562aec1dc05309ecc0b7a89b81e6fd01bf,Paper,Alzheimer?s Disease: Treatment Strategies and Their Limitations,,,,,,,,,,,,,,,,9dbe6b562aec1dc05309ecc0b7a89b81e6fd01bf,2022.0,444.0,5.0,Drug/Therapeutic Interventions,,,,,,,
paper_a7cc914d460367dcba0fdb7e9290bc681d8a3b4a,Paper,"Duration of preclinical, prodromal, and dementia stages of Alzheimer's disease i",,,,,,,,,,,,,,,,a7cc914d460367dcba0fdb7e9290bc681d8a3b4a,2019.0,444.0,2.0,Amyloid/Tau Pathology,,,,,,,
paper_01c64956113dcaa0837db9f0cd3e6edf422704f1,Paper,"Inflammation: the link between comorbidities, genetics, and Alzheimer?s disease",,,,,,,,,,,,,,,,01c64956113dcaa0837db9f0cd3e6edf422704f1,2018.0,442.0,0.0,Amyloid/Tau Pathology,,,,,,,
paper_84338b50a288b320cba29c82e937cfaa5fd969b2,Paper,Hippocampus and its involvement in Alzheimer?s disease: a review,,,,,,,,,,,,,,,,84338b50a288b320cba29c82e937cfaa5fd969b2,2022.0,442.0,3.0,Cognitive & Neuropsychological,,,,,,,
paper_ea5d49b11e9d2b96f3bea644cdd9230443017a7e,Paper,Alzheimer's disease: Recent treatment strategies.,,,,,,,,,,,,,,,,ea5d49b11e9d2b96f3bea644cdd9230443017a7e,2020.0,437.0,5.0,Drug/Therapeutic Interventions,,,,,,,
paper_48240b77d27f3d2db64360a399cf70aa5acca327,Paper,Neutrophil adhesion in brain capillaries reduces cortical blood flow and impairs,,,,,,,,,,,,,,,,48240b77d27f3d2db64360a399cf70aa5acca327,2018.0,436.0,4.0,Neuroinflammation & Immune,,,,,,,
paper_2e35e402f0724efbfbc955d6a67a87699d52a420,Paper,Systematic phenotyping and characterization of the 5xFAD mouse model of Alzheime,,,,,,,,,,,,,,,,2e35e402f0724efbfbc955d6a67a87699d52a420,2021.0,436.0,4.0,Neuroinflammation & Immune,,,,,,,
paper_a4efe8944aceba1bacea28102b7c92df7371d5b7,Paper,Plasma phosphorylated tau 217 and phosphorylated tau 181 as biomarkers in Alzhei,,,,,,,,,,,,,,,,a4efe8944aceba1bacea28102b7c92df7371d5b7,2021.0,435.0,2.0,Amyloid/Tau Pathology,,,,,,,
paper_10eb5e409415886b2bcc043c5161ece40dd0d30b,Paper,Randomized Trial of Verubecestat for Prodromal Alzheimer's Disease,,,,,,,,,,,,,,,,10eb5e409415886b2bcc043c5161ece40dd0d30b,2019.0,434.0,2.0,Amyloid/Tau Pathology,,,,,,,
paper_69daacfe55b75610aafc839360da42d18693af13,Paper,Neuroinflammation in Alzheimer?s Disease: Current Progress in Molecular Signalin,,,,,,,,,,,,,,,,69daacfe55b75610aafc839360da42d18693af13,2022.0,432.0,0.0,Amyloid/Tau Pathology,,,,,,,
paper_89496855e1329c674b4d11681eb43b25f9d3235a,Paper,Treatment Combinations for Alzheimer?s Disease: Current and Future Pharmacothera,,,,,,,,,,,,,,,,89496855e1329c674b4d11681eb43b25f9d3235a,2019.0,431.0,5.0,Drug/Therapeutic Interventions,,,,,,,
paper_f44d0392c12487bd3738a2d9cd8eefa139775abb,Paper,Spread of pathological tau proteins through communicating neurons in human Alzhe,,,,,,,,,,,,,,,,f44d0392c12487bd3738a2d9cd8eefa139775abb,2019.0,429.0,0.0,Amyloid/Tau Pathology,,,,,,,
paper_b24b591a0e125929a503d5506d666ab4e3592696,Paper,Prediction of future Alzheimer?s disease dementia using plasma phospho-tau combi,,,,,,,,,,,,,,,,b24b591a0e125929a503d5506d666ab4e3592696,2021.0,423.0,2.0,Amyloid/Tau Pathology,,,,,,,
paper_71ab2302114aa0ed6fe00369c31346996dc0b928,Paper,Evidence for brain glucose dysregulation in Alzheimer's disease,,,,,,,,,,,,,,,,71ab2302114aa0ed6fe00369c31346996dc0b928,2018.0,421.0,0.0,Amyloid/Tau Pathology,,,,,,,
paper_5d066b72fc3f57ff12ff6fe81cce5049d9c735ed,Paper,Astrocytic and microglial cells as the modulators of neuroinflammation in Alzhei,,,,,,,,,,,,,,,,5d066b72fc3f57ff12ff6fe81cce5049d9c735ed,2022.0,420.0,4.0,Neuroinflammation & Immune,,,,,,,
paper_312b6d52bb9310ea0df76428e77c792b5849550e,Paper,Plasma p-tau231 and p-tau217 as state markers of amyloid-beta pathology in precl,,,,,,,,,,,,,,,,312b6d52bb9310ea0df76428e77c792b5849550e,2022.0,416.0,2.0,Amyloid/Tau Pathology,,,,,,,
paper_77809357e4828bb323adc38cd1a6ad34cdc82a53,Paper,Anti-human TREM2 induces microglia proliferation and reduces pathology in an Alz,,,,,,,,,,,,,,,,77809357e4828bb323adc38cd1a6ad34cdc82a53,2020.0,416.0,4.0,Neuroinflammation & Immune,,,,,,,
paper_bbab7a44a3b914a574816f1b4885797eb472650c,Paper,Alzheimer's disease drug development pipeline: 2021,,,,,,,,,,,,,,,,bbab7a44a3b914a574816f1b4885797eb472650c,2021.0,416.0,5.0,Drug/Therapeutic Interventions,,,,,,,
paper_c1c305deb6388641b3da3e3e7dd5ceb7471ddaec,Paper,Gut Microbiota and Dysbiosis in Alzheimer?s Disease: Implications for Pathogenes,,,,,,,,,,,,,,,,c1c305deb6388641b3da3e3e7dd5ceb7471ddaec,2020.0,414.0,0.0,Amyloid/Tau Pathology,,,,,,,
paper_7ed24ce106dd1e44234a0396a6a33e0e66736e36,Paper,Neuroprotective Effects of Quercetin in Alzheimer?s Disease,,,,,,,,,,,,,,,,7ed24ce106dd1e44234a0396a6a33e0e66736e36,2019.0,414.0,0.0,Amyloid/Tau Pathology,,,,,,,
paper_8e2d702b3daab433d5125284895c1ddf8e9a83e9,Paper,Brain-derived neurotrophic factor in Alzheimer?s disease and its pharmaceutical ,,,,,,,,,,,,,,,,8e2d702b3daab433d5125284895c1ddf8e9a83e9,2022.0,412.0,0.0,Amyloid/Tau Pathology,,,,,,,
paper_4262a60bbb3d717a50348831e7b67b48bd454c01,Paper,The Role of NMDA Receptors in Alzheimer?s Disease,,,,,,,,,,,,,,,,4262a60bbb3d717a50348831e7b67b48bd454c01,2019.0,412.0,0.0,Amyloid/Tau Pathology,,,,,,,
paper_26ef9e731591bf593c06a99e6195f401609e7b37,Paper,Anticipating and Mitigating the Impact of the COVID-19 Pandemic on Alzheimer's D,,,,,,,,,,,,,,,,26ef9e731591bf593c06a99e6195f401609e7b37,2020.0,406.0,1.0,"Care, Lifestyle & QoL",,,,,,,
paper_c64aa17e37b0881f5a84110d025fd1cae088e278,Paper,Mitochondrial Dysfunction and Oxidative Stress in Alzheimer?s Disease,,,,,,,,,,,,,,,,c64aa17e37b0881f5a84110d025fd1cae088e278,2021.0,403.0,0.0,Amyloid/Tau Pathology,,,,,,,
paper_ec6d41e896d47b5146fe18dfe3a1a446d0217c61,Paper,Amyloid Beta and Phosphorylated Tau-Induced Defective Autophagy and Mitophagy in,,,,,,,,,,,,,,,,ec6d41e896d47b5146fe18dfe3a1a446d0217c61,2019.0,402.0,0.0,Amyloid/Tau Pathology,,,,,,,
paper_a5557e38e2cb1fe1b3ad6379d03ec8db0a8e7b5b,Paper,Head-to-head comparison of 10 plasma phospho-tau assays in prodromal Alzheimer?s,,,,,,,,,,,,,,,,a5557e38e2cb1fe1b3ad6379d03ec8db0a8e7b5b,2022.0,400.0,2.0,Amyloid/Tau Pathology,,,,,,,
paper_e223b746b32957ceec0f2671fecb2150a0e829e7,Paper,Activation of microglia and astrocytes: a roadway to neuroinflammation and Alzhe,,,,,,,,,,,,,,,,e223b746b32957ceec0f2671fecb2150a0e829e7,2019.0,398.0,4.0,Neuroinflammation & Immune,,,,,,,
paper_e10065d2fee43b85a367f135e368a1249711575e,Paper,Alzheimer's disease drug development pipeline: 2023,,,,,,,,,,,,,,,,e10065d2fee43b85a367f135e368a1249711575e,2023.0,398.0,5.0,Drug/Therapeutic Interventions,,,,,,,
paper_e2b45ec414da3d57b4453b2fb1589914004ed7b1,Paper,The antimicrobial protection hypothesis of Alzheimer's disease,,,,,,,,,,,,,,,,e2b45ec414da3d57b4453b2fb1589914004ed7b1,2018.0,398.0,0.0,Amyloid/Tau Pathology,,,,,,,
paper_d2d19dea1628bfdf0a811b212dfd7ba494990bab,Paper,Mild cognitive impairment has similar alterations as Alzheimer's disease in gut ,,,,,,,,,,,,,,,,d2d19dea1628bfdf0a811b212dfd7ba494990bab,2019.0,395.0,2.0,Amyloid/Tau Pathology,,,,,,,
paper_e381e6b43d98516bf75fe8d6735d8d78672abcf2,Paper,Longitudinal tau PET in ageing and Alzheimer?s disease,,,,,,,,,,,,,,,,e381e6b43d98516bf75fe8d6735d8d78672abcf2,2018.0,395.0,2.0,Amyloid/Tau Pathology,,,,,,,
paper_1ad5c1c5375df549f948654578231fec1f1eac46,Paper,Metal Toxicity Links to Alzheimer's Disease and Neuroinflammation.,,,,,,,,,,,,,,,,1ad5c1c5375df549f948654578231fec1f1eac46,2019.0,394.0,0.0,Amyloid/Tau Pathology,,,,,,,
trial_NCT04920786,Trial,"Sequential Dose-escalation Study to Assess the Safety, Tolerability and Pharmaco",,,,,,,,,,,,,,,,,,,4.0,Neuroinflammation & Immune,NCT04920786,COMPLETED,PHASE1,,,,
trial_NCT01079819,Trial,"Study to Evaluate the Pharmacokinetics, Safety, and Tolerability of BMS-708163",,,,,,,,,,,,,,,,,,,4.0,Neuroinflammation & Immune,NCT01079819,COMPLETED,PHASE1,,,,
trial_NCT02180269,Trial,"A Safety, Tolerability and Pharmacokinetics Study of JNJ-54861911 in Healthy Jap",,,,,,,,,,,,,,,,,,,4.0,Neuroinflammation & Immune,NCT02180269,COMPLETED,PHASE1,,,,
trial_NCT01454115,Trial,"Study to Evaluate the Safety, Pharmacokinetics and Tolerability of BMS-708163",,,,,,,,,,,,,,,,,,,4.0,Neuroinflammation & Immune,NCT01454115,COMPLETED,PHASE1,,,,
trial_NCT00454870,Trial,Safety and Efficacy of MEM 3454 Versus Placebo in Patients With Mild to Moderate,,,,,,,,,,,,,,,,,,,1.0,Neuroinflammation & Immune,NCT00454870,COMPLETED,PHASE2,,,,
trial_NCT01217021,Trial,Safety and Efficacy of Positron Emission Tomography (PET) Imaging With MNI-558,,,,,,,,,,,,,,,,,,,2.0,Amyloid/Tau Pathology,NCT01217021,COMPLETED,EARLY_PHASE1,,,,
trial_NCT01044758,Trial,Levetiracetam and Memory Function in Amnestic Mild Cognitive Impairment (MCI),,,,,,,,,,,,,,,,,,,3.0,Neuroinflammation & Immune,NCT01044758,COMPLETED,PHASE2,,,,
trial_NCT00687141,Trial,"Study to Assess the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics ",,,,,,,,,,,,,,,,,,,4.0,Neuroinflammation & Immune,NCT00687141,COMPLETED,PHASE1,,,,
trial_NCT02178124,Trial,"A Phase I Clinical Study, Randomized, Single-blind, Placebo-controlled, Multiple",,,,,,,,,,,,,,,,,,,4.0,Neuroinflammation & Immune,NCT02178124,COMPLETED,PHASE1,,,,
trial_NCT04488419,Trial,ATH-1017 for Treatment of Mild to Moderate Alzheimer's Disease,,,,,,,,,,,,,,,,,,,1.0,Neuroinflammation & Immune,NCT04488419,COMPLETED,PHASE2|PHASE3,,,,
trial_NCT05525780,Trial,"Dose-Escalation Study to Assess the Safety, Tolerability, and Pharmacokinetics o",,,,,,,,,,,,,,,,,,,4.0,Neuroinflammation & Immune,NCT05525780,COMPLETED,PHASE1,,,,
trial_NCT02006641,Trial,Idalopirdine in Patients With Mild-moderate Alzheimer's Disease Treated With Don,,,,,,,,,,,,,,,,,,,1.0,Neuroinflammation & Immune,NCT02006641,COMPLETED,PHASE3,,,,
trial_NCT02516046,Trial,18F-AV-1451 Autopsy Study,,,,,,,,,,,,,,,,,,,2.0,Amyloid/Tau Pathology,NCT02516046,COMPLETED,PHASE3,,,,
trial_NCT03757325,Trial,Study to Evaluate DNL747 in Subjects With Alzheimer's Disease,,,,,,,,,,,,,,,,,,,4.0,Neuroinflammation & Immune,NCT03757325,COMPLETED,PHASE1,,,,
trial_NCT01253499,Trial,Multiple Dose Study of TRx0037,,,,,,,,,,,,,,,,,,,4.0,Neuroinflammation & Immune,NCT01253499,COMPLETED,PHASE1,,,,
trial_NCT03363269,Trial,Evaluate the Efficacy and Safety of ID1201 for Dose-finding in Mild Alzheimer's ,,,,,,,,,,,,,,,,,,,5.0,Other / Mixed,NCT03363269,COMPLETED,PHASE2,,,,
trial_NCT01254448,Trial,Multiple Ascending Dose Study of TC-5619 in Healthy Elderly Subjects and Subject,,,,,,,,,,,,,,,,,,,4.0,Neuroinflammation & Immune,NCT01254448,COMPLETED,PHASE1,,,,
trial_NCT00480467,Trial,"Study Evaluating the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamic",,,,,,,,,,,,,,,,,,,4.0,Neuroinflammation & Immune,NCT00480467,COMPLETED,PHASE1,,,,
trial_NCT03402503,Trial,"Safety, and Efficacy of a New Buccal Film of Montelukast in Patients With Mild t",,,,,,,,,,,,,,,,,,,1.0,Neuroinflammation & Immune,NCT03402503,COMPLETED,PHASE2,,,,
trial_NCT02079246,Trial,Long-term Safety and Tolerability of Idalopirdine (Lu AE58054) as Adjunctive Tre,,,,,,,,,,,,,,,,,,,1.0,Neuroinflammation & Immune,NCT02079246,COMPLETED,PHASE3,,,,
trial_NCT02006654,Trial,Study of Idalopirdine in Patients With Mild - Moderate Alzheimer's Disease Treat,,,,,,,,,,,,,,,,,,,1.0,Neuroinflammation & Immune,NCT02006654,COMPLETED,PHASE3,,,,
trial_NCT06114745,Trial,A Trial of SHR-1707 Infusion in Patients With Mild Cognitive Impairment Due to A,,,,,,,,,,,,,,,,,,,3.0,Neuroinflammation & Immune,NCT06114745,COMPLETED,PHASE1,,,,
trial_NCT00726115,Trial,"Study Evaluating Safety, Tolerability and Pharmacokinetics of Single and Multipl",,,,,,,,,,,,,,,,,,,4.0,Neuroinflammation & Immune,NCT00726115,COMPLETED,PHASE1,,,,
trial_NCT01165554,Trial,Positron Emission Tomography (PET) Imaging of Brain Amyloid Compared to Post-Mor,,,,,,,,,,,,,,,,,,,2.0,Amyloid/Tau Pathology,NCT01165554,COMPLETED,PHASE3,,,,
trial_NCT02640092,Trial,Longitudinal Evaluation of [18F]GTP1 as a PET Radioligand for Imaging Tau in the,,,,,,,,,,,,,,,,,,,2.0,Amyloid/Tau Pathology,NCT02640092,COMPLETED,PHASE1,,,,
trial_NCT06556966,Trial,A Study Assessing the Safety and Tolerability of LY03020 in Chinese Healthy Subj,,,,,,,,,,,,,,,,,,,4.0,Neuroinflammation & Immune,NCT06556966,COMPLETED,PHASE1,,,,
trial_NCT00381238,Trial,Open-Label Extension Assessing Long-Term Safety Of Rosiglitazone In Subjects Wit,,,,,,,,,,,,,,,,,,,1.0,Neuroinflammation & Immune,NCT00381238,COMPLETED,PHASE2,,,,
trial_NCT00829374,Trial,Safety and Efficacy Study Evaluating Dimebon in Patients With Mild to Moderate A,,,,,,,,,,,,,,,,,,,1.0,Neuroinflammation & Immune,NCT00829374,COMPLETED,PHASE3,,,,
trial_NCT02337907,Trial,BI 409306 in Patients With Cognitive Impairment Due to Alzheimer's Disease.,,,,,,,,,,,,,,,,,,,3.0,Neuroinflammation & Immune,NCT02337907,COMPLETED,PHASE2,,,,
trial_NCT02187627,Trial,"Evaluation of [11C]RO6924963, [11C]RO6931643, and [18F]RO6958948 as Tracers for ",,,,,,,,,,,,,,,,,,,2.0,Amyloid/Tau Pathology,NCT02187627,COMPLETED,PHASE1,,,,
trial_NCT01018875,Trial,Efficacy and Safety Study of ABT-288 in Subjects With Mild-to-Moderate Alzheimer,,,,,,,,,,,,,,,,,,,1.0,Neuroinflammation & Immune,NCT01018875,COMPLETED,PHASE2,,,,
trial_NCT06281314,Trial,The Efficacy of VESPA 2.0 for Cognitive Rehabilitation in Patients With Mild Cog,,,,,,,,,,,,,,,,,,,3.0,Neuroinflammation & Immune,NCT06281314,COMPLETED,nan,,,,
trial_NCT00955409,Trial,"Long Term Extension Study Evaluating Safety, Tolerability and Immunogenicity Of ",,,,,,,,,,,,,,,,,,,1.0,Neuroinflammation & Immune,NCT00955409,COMPLETED,PHASE2,,,,
trial_NCT00411580,Trial,Safety and Tolerability Study in Patients With Mild to Moderate Alzheimer's Dise,,,,,,,,,,,,,,,,,,,1.0,Neuroinflammation & Immune,NCT00411580,COMPLETED,PHASE1,,,,
trial_NCT03055741,Trial,Study of DHP1401 in Patients With Mild-moderate Alzheimer's Disease Treated With,,,,,,,,,,,,,,,,,,,1.0,Neuroinflammation & Immune,NCT03055741,COMPLETED,PHASE2,,,,
trial_NCT04023994,Trial,"A Single Ascending Dose Study to Investigate the Safety, Tolerability, Immunogen",,,,,,,,,,,,,,,,,,,4.0,Neuroinflammation & Immune,NCT04023994,COMPLETED,PHASE1,,,,
trial_NCT01057030,Trial,Multiple Dose Japanese Bridging Study,,,,,,,,,,,,,,,,,,,4.0,Neuroinflammation & Immune,NCT01057030,COMPLETED,PHASE1,,,,
trial_NCT00937846,Trial,Brain Uptake of GSK1034702: a Positron Emission Tomography (PET) Scan Study,,,,,,,,,,,,,,,,,,,2.0,Amyloid/Tau Pathology,NCT00937846,COMPLETED,PHASE1,,,,
